text,class_simple,sent_score
would be nicer with sample bars..the store brand products are superior to many  major companies.,,
compare coffee to other brands for example.,,
it's darker.,,
smells great and tasty beyond average.,,
the prices are way better â€¦,,
been here several times.,,
never any issues with the facility or staff.,,
love them,,
the  was not professional at  pay for them and she bunched them together.,,
she didn't listen to us as we were explaining it to her.,,
i would not like to be her customer again.,,
great prices,,
love the prices.,,
produce is very affordable.,,
my aldi doesn't carry them.,,
i just got 3/4 of my groceries for the month for $140!,,
(includes fruits & veggies & meats)  ... i love that they carry so many organic items at great prices.,,
the gluten-free options are huge now too!,,
i even was able to find rice that is not â€¦,,
shop there a lot nice prices and nice service,,
turkey hill butter pecan ice cream at aldisðÿ˜š,,
for all my inexpensive food shopping,,
the best time to go would be on tuesdays.,,
between 9am-11am if you can because of how busy they get.,,
outside those times.,,
it's a stronger chance that you'll be in line for at least 5 minutes.,,
also.,,
don't forget to bring a quarter of you want to use their cart!,,
it was basic.,,
aldi is simply the best grocery store in the us.,,
thanks aldi!,,
the aldi in hyattsville is horrible!,,
go to another aldi.,,
not this one.,,
very good grocery store,,
a great place to shop!,,
aldi is like giant and save a lot kind of they have produce they have meat they have snacks and etc.,,
they are a good food produce with low prices,,
i have never seen this in my life.,,
"the ""manager"".",,
stops this guy and stands in front of his cart.,,
she then demands that the guy put back the stuff in his cart because he took too much.,,
the guy asks her why can't you just order more.,,
a few â€¦,,
it was a poor customer experience.,,
because they had only one cashier during a rush hour shopping.,,
i guess it's a recurring pattern in this location.,,
need more cashier's in light to abhor efficient and happy customer experience.,,
the store is great but iâ€™ve never not stood in line for at least 15 min.,,
never enough cashiers.,,
i know thatâ€™s how aldi works...but damn.,,
it is a deterrent from going all the time.,,
fast cashiers.,,
bring your own bags.,,
useful selection of household items and food.,,
i had a great experience at aldi's today.,,
i ended up getting far more than i planned!,,
ðÿ˜,,
i love that store i suggest you go there you will be there all day if you are by yourself,,
i enjoy going to aldi's.,,
my only request is that they put a bench in their front store area for people that are waiting for a cab.,,
my car was in the shop and i needed to go to the store.,,
i didn't go there because i can't stand that long waiting for my cab to show up.,,
other then that this is a great store,,
aldi prices are very reasonable.,,
love the seasonal specials every week,,
i was born and raised in germany where aldi is from.,,
if you know what to expect.,,
like cheap shelving and displays.,,
you going to love the prices and the weekly deals.,,
lots of affordable organic items.,,
i get shocked at the prices.,,
its actually crazy.,,
friendly enough staff.,,
often disorganized and you can seldom find anything a second time.,,
it's a fine place to shop,,
normally love the place.,,
but in the spirit of improvement.,,
the checkout lines are incredibly long.,,
tonite it was 75 feet long.,,
no exaggeration.,,
only one cashier.,,
could not wait for the two dinner items i needed.,,
i went to aldi in del ray.,,
alexandria va. what a find!,,
huge.,,
incredibly delicious.,,
all organic.,,
fruits.,,
veggies.,,
wow!!!,,
i will have to check out the aldi in my town.,,
all sorts of berries.,,
huge saltines â€¦,,
this store is my new favorite in alexandria.,,
german brands not seen in other groceries.,,
and of course the bargains cannot be beat.,,
save money by bringing your own bags and bagging-it yourself.,,
these stores are a bit different than your normal suburban grocery - just takes a bit of time to understand the layout and no-frills process.,,
there's also a selection of other staples.,,
"my ""go to"" grocery store.",,
tempting special buys.,,
i visit a couple of times a week.,,
we go here weekly or bi weekly for the main essentials like apples.,,
potatoes.,,
spinach.,,
milk.,,
cheese.,,
bread.,,
breakfast bars.,,
frozen vegetables.,,
and oatmeal.,,
this location is convenient.,,
fast and helpful workers.,,
and good products.,,
i drive here over all of the other aldiâ€™s in the area!,,
they have a really great selection of almost everything- sometimes produce can be lacking if you go when they havenâ€™t restocked (like late on the weekends).,,
but overall its a great aldi.,,
prices can't be beat!,,
literally cut my grocery bill in half by shopping here.,,
not a whole lot of name brand items.,,
make sure to bring your own bags.,,
and a quarter if you need a shopping cart (you get it back at the end),,
a discount supermarket with all the basic necessities but not the other special items that are in major name markets.,,
the produce section is very large.,,
good prices on certain items but overall.,,
their prices are comparable to any other grocery store.,,
the only difference is that they run weekly prices that can run week after week.,,
it's a small store with limited choices (couldn't find â€¦,,
i love aldi in general.,,
this aldi in particular is good.,,
excellent prices decent food selection.,,
better bring your own bag or buy them for a dime each.,,
a 25 cent quarter is needed to get a carriage.,,
but it's refunded back to you.,,
large variety of food.,,
a lot of organic options.,,
and reasonably priced.,,
if you've never been to aldi bring a quarter for the carts (you get it back when you return the cart) and bags.,,
great location.,,
not so in the selection and the layout of the store.,,
i had to go around the store a few times and still couldn't find what i was looking for.,,
standard store.,,
remember a quarter for the vast and your reusable shopping bags.,,
i would give zero stars if it were possible!,,
the staff at this location are some of the rudest people i have ever encountered.,,
i stood in line (waited quite a long while).,,
and when i got to the cashier i asked him if he would please check â€¦,,
great aldi to do your shopping at just have a quarter for the cart.,,
dear aldi managenent at e monroe.,,
we wish you could add tofu.,,
coconut milk without sugar and a2 milk in your list of product!,,
we wouldnâ€™t have to go to other grocery stores to get them and shop there at the same time.,,
you guys are great!,,
love your grocery store!!!,,
simple and all we need are there.,,
thank you!,,
amazing prices.,,
what's not to love?,,
relatively locally sourced daily restocked produce.,,
organic aldi-brand products not advertised commercially.,,
we do the majority of our shopping here.,,
while you have to double-check the produce.,,
