other_loc_name,other_loc_address
Torque MiddleEast Auto Care,34th St - Dubai
Emirates Holidays,"Emirates Holidays Travel Store Sheikh Zayed Road,، 2nd Interchange - Dubai"
Fannin County Chamber of Commerce and Welcome Center,"152 Orvin Lance Dr, Blue Ridge, GA 30513, United States"
Sheikh Khalifa Bridge,Sheikh Khalifa Bin Zayed Al Nahyan Hwy - Abu Dhabi
Seematti mayiladuthurai,"10, Gandhiji Rd, Gandhi Nagar, Koranad, Mayiladuthurai, Tamil Nadu 609001, India"
Pizza Hut,"Triq Bisazza,, Tas-Sliema SLM 1643, Malta"
استراحة روبين,"Riyadh 13267, Saudi Arabia"
Everyman Theatre,"7 - 10 Regent St, Cheltenham, Gloucestershire, Cheltenham GL50 1HQ, United Kingdom"
Ashirwad Restaurant & Banquet Hall,"SCO No 18,19,20, Near Laxmi Narayan Mandir, Huda Market, Sector 16, Faridabad, Haryana 121002, India"
Wadi Tabalah,Saudi Arabia
Sayaji Baug Zoo,"Vinoba Bhave Rd, Near Kala Ghoda, Dak Bunglaw, Sayajiganj, Vadodara, Gujarat 390005, India"
Besiktas Fish Market,"Sinanpaşa, Mumcu Bakka Sk., 34353 Beşiktaş/İstanbul, Turkey"
Pierre Cardin,44 Al Dhiyafah Rd - Dubai
Al Badia Residences,Dubai Festival City - Dubai
Mateen Express,Al Mateena St - Dubai
"Balan Farm Convention Center(Garden & Farm Wedding Reception Venue ,Corporate Events Party )JP Nagar","99/4, Nataraja Layout 5th Main Behind Brigade Millenium Apartment, Kothnur Main Rd, 8th Phase, Bengaluru, Karnataka 560078, India"
Khairati Supermarket,"Batha Quraish, 6729, Mecca 24352, Saudi Arabia"
McDonald's,Bahar 4 JBR - The Walk - Dubai
ALMA compound,"Al Sheikh Zayed, Giza Governorate, Egypt"
Safe Line Group Enterprises LLC,34 B St - Dubai
Boyner,"Esentepe, Metrocity, Büyükdere Cd. No:171, 34394 Şişli/İstanbul, Turkey"
Al Lulu Restaurant,"King Abdul Aziz Rd, Huraymila 15433, Saudi Arabia"
Methods Lounge,"Ntinda - Kisaasi Rd, Kampala, Uganda"
Filli Cafe,"2 5 A Street, Block 6, Kite Beach, Near Umm Suqeim Health Center, Umm Suqeim, Dubai - Dubai"
MIRACLE FIRST CLASS LOUNGE(Concourse G),"Thailand, Samut Prakan, Bang Phli District, Nong Prue"
"Sheraton Mall of the Emirates Hotel, Dubai","Sheikh Zayed Road, al Barsha 1 Mall of the Emirates - Dubai"
Old Sabzi Mandi,"Okara, Punjab, Pakistan"
AUTOPROMET d.o.o.,"Autoput Za Novi Sad 5, Beograd 11070, Serbia"
Cora,"Chaussée de Tongres 269, 4000 Liège, Belgium"
Food station,Fujairah
Lodhi Garden,"Lodhi Rd, Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India"
Maia Chocolaterie,"Doha, Qatar"
GrandWest Casino and Entertainment World,"1 Jakes Gerwel Dr, Goodwood, Cape Town, 7460, South Africa"
Expo Centre Sharjah,Al Khan Area - Al Taawun St - Sharjah
Anbai,"Japan, 〒556-0011 Osaka, Naniwa Ward, Nanbanaka, 2 Chome−10−70 なんばパークス7F"
Raja Jee Banquet Halls,"Defence Rd, Gulshan e Ali Colony, Lahore, Punjab, Pakistan"
du Telecom Jumeirah Lake Towers,"#1404,14th Floor,Fortune Executive Tower,Cluster T,JLT - Dubai"
Aswan International Engineering Co. LLC,Dubai
Al Manama Supermarket,"Al Meydan St,Al Quoz 1، Safa Near Bowling Centre - Dubai"
SportScheck,"Mönckebergstraße 18, 20095 Hamburg, Germany"
Mayfair Cafe.,"Woolworths Centre, Mackeurtan Ave, Durban North, Durban, 4051, South Africa"
PAB AUTO MAINTENANCE,Road 22 - Dubai
Museum of Fire in Zory,"Katowicka 3, 44-240 Żory, Poland"
"Thomsun Supermarket, Skycourt Towers",Skycourts Tower F - Dubai - Al Ain Rd - Dubai
مركز الشيخ محمد بن راشد ال مكتوم,5 17 A St - Dubai
Mercadona,"Av. Juan Carlos I, 32, 30007 Murcia, Spain"
K in Kortrijk,"Steenpoort 2, 8500 Kortrijk, Belgium"
KFC,Khaleej Street - Deira Opposite Hayyat Regency Hotel - Dubai
TGB - The Good Burger,"Zurriola Hiribidea, 4, 20002 Donostia-San Sebastian, SS, Spain"
Nova Park Hotel,King Faisal Road - Sharjah
Medall Precision Diagnostics,"48, Mahatma Gandhi Rd, RBI Colony, Shastri Nagar, Adyar, Chennai, Tamil Nadu 600041, India"
McDonald's,"McDonalds, Abdullah Ghosheh St 104, Amman, Jordan"
VELOCITY SPORTS AND RECREATION CLUB,25 A St - Dubai
Ananda Bhavan - Umm Al Hassam Branch,"Um Al Hassam Ave, Manama, Bahrain"
Flora Fountain,"Veer Nariman Road, Mahatma Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India"
hmv,"138 Merchants Hall, Lower Ground, Chapelfield, Norwich NR2 1SH, United Kingdom"
Sharjah Birds & Animal Market,Al Jubail - Sharjah
Happy Wok,"10,, Viale Presidente Kennedy, 8, 95121 Catania CT, Italy"
ALE ! KEBAB,"Taraszczyńska 5, 97-330 Sulejów, Poland"
Marina 4,"Al Alameen City, El Alamein, Matrouh Governorate, Egypt"
Cairo Opera House,"شارع التحرير, برج الجزيرة مص الاستعلامات، Egypt"
LEGO,"620 5th Ave, New York, NY 10020, United States"
Dagmar beach,"Quriyat, Oman"
"Scottish Antique & Arts Centre, and Restaurant","Main St, Perth PH14 9SJ, United Kingdom"
Carrefour Market,Rimal - Dubai
IHOP,"1503 Belvedere Rd, West Palm Beach, FL 33406, United States"
Manufaktura,"Drewnowska 58, 91-002 Łódź, Poland"
Abbasia Canal,"Punjab, Pakistan"
IXOS Outlet Torino,"Via Torino, B17, 10036 Settimo Torinese TO, Italy"
Hotel Madhav International,"6 A, Ramabai Ambedkar Road, Near Pune Railway, Station Tadi wala Road, Agarkar Nagar, Pune, Maharashtra 411001, India"
Citylights Bar - Taksim,"Gümüşsuyu, Asker Ocağı Cd. No:1 D:kat 15/a, 34435 Beyoğlu/İstanbul, Turkey"
Sumo Sushi & Bento,"Ground Floor, Phase 3, Building 10 Media City - Dubai"
Kalyan Silks,"office land building, Block 1,Al Karama,Near Lulu Hypermarket - Dubai"
Uppum Mulakum restaurant,49A 20 B St - Dubai
Read Maurice,"48 Andover Rd, Cheltenham GL50 2TL, United Kingdom"
Wise Kwai,"1st Floor, DusitD2 kenz Hotel, Al Khareef 1st Street, Barsha Heights - Dubai"
C1B0,"Viale Tirreno, 2, 00141 Roma RM, Italy"
Lesekaffee im Stadtpark,"Saarlandstraße 67A, 22303 Hamburg, Germany"
City Centre Beirut,"Beirut, Lebanon"
CIP Lounge Islamabad Airport,"Chaklala Cantt., Rawalpindi, Punjab 46000, Pakistan"
Eraniel,"Authivilai, Tamil Nadu 629802, India"
Royal Host for restaurants and hotels equipments,"Prince Sultan Bin Abdulaziz Rd, As Sulimaniyah, Riyadh 12223, Saudi Arabia"
Yates Cheltenham,"Promenade House, Cheltenham GL50 3PE, United Kingdom"
DHL Sharjah Industrial Area Service Point and Service Center,"Sharjah, Industrial Area 11 Behind Adnoc Petrol Station Along Old Emirates, Road, - Sharjah"
Al Omam Cafe,"Dhahran Jubail Expy, Al Athir, Dammam 32248, Saudi Arabia"
Arab Recycling Co.,"Salman Al Farisi St, Al Khalidiyyah Al Janubiyyah, Dammam 32223, Saudi Arabia"
Abou Alaa,"44 el gomhoureya st.، EL AFRANG DISTRICT، Port Fouad City, Port Said Governorate, Egypt"
National Housing Estate - Nalya,"Kampala, Uganda"
Matroshka,"Khimki, Moscow Oblast, Russia, 141425"
Laurel Bar,Caesars Palace - Dubai
Trinidad Public Market,"Trinidad, Bohol, Philippines"
Jerntorgets Brygghus,"Järntorget 4, 413 04 Göteborg, Sweden"
Molino bakery bar & cucina,"Via Merulana, 281, 00184 Roma RM, Italy"
Golden spike events&caterers,"Mathilmoola, P. O, Mathilakam, Kerala 680685, India"
Трафика,"Dragice Končar Dragice Končar 4,Београд 11010, Beograd 11010, Serbia"
Omega Residencia Lahore - Wall Real Estate,"omega residencia، Sheikhupura - Sharaqpur Rd, Lahore, Sheikhupura, Punjab 54000, Pakistan"
Hotel Mavi,"Av. de la Cabrera, 8, 28751 La Cabrera, Madrid, Spain"
MIRDIF FALCON,48 62 B St - Dubai
Picasso Museum,"Carrer Montcada, 15-23, 08003 Barcelona, Spain"
Zabeel Park C,D75 - Dubai
Alsterhaus,"Jungfernstieg 16-20, 20354 Hamburg, Germany"
Thekkinkadu Maithanam,"Anchuvilakku, Pradakshina Path, Kuruppam, Thekkinkadu Maidan, Thrissur, Kerala 680306, India"
Chinese Village Restaurant,"Shop No. 10, 23, Marinascape Boulevard, Marina Walk, Dubai Marina - Dubai"
مطاعم حراء فرع الشهدا,"Ash Shuhada, Mecca 24222, Saudi Arabia"
PSO fuel pump,"Rahim Yar Khan, Punjab 64200, Pakistan"
Lebanese roses blossoms Restaurant,"4545 شارع السويدي العام، حي السويدي، Riyadh 12792, Saudi Arabia"
Boutique Hotel27,"27a Atskuri Street, Tbilisi City 0144, Georgia"
بودي سترونغ للمساج فرع حي الوادي,"Al Wadi, طريق عثمان بن عفان الفرعي،، Riyadh 13313, Saudi Arabia"
북경해물쟁반짜장,"South Korea, Gyeongsangnam-do, Gimhae-si, Jangyu-myeon, Yulha-ri, 1325-1"
HEMA,"Nieuwendijk 174-176, 1012 MT Amsterdam, Netherlands"
Lumbini Park,"Opposite Secretariat New Gate, Hussain Sagar, Khairtabad, Hyderabad, Telangana 500004, India"
H&M,"14006 Riverside Dr, Sherman Oaks, CA 91423, United States"
Operation Falafel,"Jumeirah Beach Residence 2, Near Sofitel Hotel - The Walk - Dubai"
Hilton Grand Vacations at Tuscany Village,"8122 Arrezzo Way, Orlando, FL 32821, United States"
Bilal bin Rabah Mosque,Dubai
Bleach Housekeeping Co,"24 St, Kuwait City Building 8 Office 10 Jibla Block 13، 13045, Kuwait"
Dubai Arch Tower,Dubai
Hadi-Warehouse,24 24 A St - Dubai
CASA Venlo Trefcenter,"Nijmeegseweg 20, 5916 PT Venlo, Netherlands"
Clyford Suites,"Rustam Bagh Layout, Bengaluru, Karnataka 560017, India"
Asda Harehills Supermarket,"Harehills Ln, Leeds LS9 6EU, United Kingdom"
"LuLu Express, Murabba branch",شارع زايد بن سلطان، المربع - أبو ظبي
Wadi Al Wurayah,Fujairah
Kempu,"Durbar Hall Rd, Pallimukku, Ernakulam, Kerala 682016, India"
The Bailey's Hotel,"Italy, Città Metropolitana di Roma, Roma, Via Flavia, 邮政编码: 00187"
Chillout Ice Lounge,Times Square Center - Ground Floor - Sheikh Zayed Rd - Dubai
Hollywood super star laundry,دبي majan - Dubai
Las Cárcavas,"19184 Valdepeñas de la Sierra, Guadalajara, Spain"
McDonald's,"8834 IN-114, Rensselaer, IN 47978, United States"
Hot n Spicy,Al Shaiba Towers - Shop No.2 - A Abdullah Omran Taryam St - Dubai
Masjid Tayyab Mohammed Ibrahim (Mosque),Dubai Investment Park - 1 - Dubai
Ona Hotels Arya,"Carrer de Sants, 383, 08028 Barcelona, Spain"
Mirador Park,53 Street 1 - Dubai
Massimo Theater,"Piazza Verdi, 90138 Palermo PA, Italy"
Cyber trone,"ул. Конституции СССР, 16, Sochi, Krasnodar Krai, Russia, 354000"
Alfa Petrol Station,"Ahmadi, Kuwait"
Condomínio Residencial Villagio Milano,"Av. Elias Maluf, 3305 - Jardim Wanel Ville V, Sorocaba - SP, 18055-215, Brazil"
Sawani House Restaurant,"Ribbon Mall, Motor City - Dubai"
Rokun Al Knafeh Sweets,Al Taawun St - Sharjah
Kostel Uspinnya Presvyatoyi Divy Mariyi,"ul. Iw. Franka 4, Żydaczów, 81700, Zhydachiv, Lviv Oblast, Ukraine, 81700"
Pizza Pizza Restaurant,"Fars Province, Shiraz, Sattar Khan Blvd, Iran"
مجموعه گلبرگ سفيد,"District 6, Shiraz, Iran"
Olive Garden Italian Restaurant,"585 I St, Chula Vista, CA 91910, United States"
U-bora Towers,Al Abraj Street - Dubai
Chicago Restaurant Muwaileh,Fire Station Road - Muwaileh - Sharjah
الصفا THE EXIT,"شارع الملك سعود، As Safa, Dammam 34222, Saudi Arabia"
سوشي آرت,"طريق الأمير محمد بن عبدالعزيز،، As Sulimaniyah, Riyadh 12242, Saudi Arabia"
Mughal Filling Station & Car Wash,"Naiki Midhali Rd, Sahiwal, Sahiwal District, Punjab, Pakistan"
Road Café - قهوة الطريق,"Ar Rakah Al Janubiyah, طريق خالد بن وليد، حي، Al Khobar 34226, Saudi Arabia"
Sharaf DG City Centre Deira,City Centre Deira - شارع الشيخ راشد - Dubai
Luzan 1 Building,Dubai
Pret A Manger,"Unit 3 Portman Square, Orchard St, Marylebone, London W1H 6HJ, United Kingdom"
Ski Egypt,"Mall of Egypt، Wahat Road, 6th october، Giza Governorate 12582, Egypt"
Bahrain Passport Control,"King Fahd Causeway, Bahrain"
Lalit Society Nanded city,"Ghule Patil Nagar, Pandurang Industrial Area, Nanded, Pune, Maharashtra 411041, India"
Marhaba Mediterranean Cuisine,"5861 Sunset Dr, South Miami, FL 33143, United States"
VIVAH PALACE mukesh,"Chander Nagar Recreation Club, Surya Nagar, Ghaziabad, Uttar Pradesh 201011, India"
A.R.A DESIGN,Dubai
Dubai Residential Oasis,298 Damascus Street - Dubai
HP Petrol Pump,"F-93, Gharkul Road, Near Shiva Temple, Sector 12, Kharghar, Navi Mumbai, Maharashtra 410210, India"
Vohuman Cafe,"Millenium Star, Dhole Patil Rd, Near Ruby Hall, Sangamvadi, Pune, Maharashtra 411001, India"
Darwish Shakeel Documents Clearing Al Barsha Branch,Dubai
La Rosa de Jericó Pastelería,"Carrer d'Hernán Cortés, 14, 46004 Valencia, Spain"
SEA KING JETSKI RENTAL,Al Mamzar - Sharjah
Tramontina Shop,"Shopping, Salto del Guairá, Paraguay"
Sever Étterem,"Debrecen, Piac u. 11, 4025 Hungary"
KEY Nursery at Umm Suqeim 2,"23A Street, Villa #7, Street - Dubai"
Puerto 99 Mexican Cuisine,Bluewaters Island - Dubai
Central Market Alotaibih,"Al Andalus, Mecca 24237, Saudi Arabia"
3 Monkeys Brewpub,"Swamy Vivekananda Rd, Rahat Bagh, Nagavarapalya, Bennigana Halli, Bengaluru, Karnataka 560038, India"
Material Lab,Al Quoz Industrial Area 4 - Dubai
Dubai Driving Center,"Jumeirah Road, Near Hilton Garden Inn - Dubai"
Under Armour Deira City Centre,"Level 2, Beside Adidas، Deira City Centre - Dubai"
Maha Chips,"TC 37/124, 125, Padmavilasam Rd, Near ICICI Atm, East Fort, Padma Nagar, Pazhavangadi, Thiruvananthapuram, Kerala 695023, India"
Cinnabon,"2B، 3 Mian Mehmood Ali Kasoori Rd, Block B3 Block B 3 Gulberg III, Lahore, Punjab, Pakistan"
Restaurant Zheng,"Prinsestraat 33, 2513 CA Den Haag, Netherlands"
Mina Hasheesh Beach,"Unnamed Road,, Mersa Matruh, Matrouh Governorate, Egypt"
IKEA,"The Avenues Mall Fifth Ring Road, Al Rai Area، Kuwait"
حديقة الصفيا,Ajman
Hôtel L'Eolienne,"170 Avinguda Georges Guynemer, 66100 Perpignan, France"
SCANDINAVIAN HOMES FURNITURE,"Tariq Rd, Block C2 Block C 2 Gulberg III, Lahore, Punjab, Pakistan"
Kasap döner,"Atakent Mahallesi, Arena Park Alış Veriş Merkezi Halkalı Caddesi, Çiçekli Vadi Cd. no: 1, 34290 Küçükçekmece, Turkey"
Cow & Calf Rock Cafe,"Hangingstone Rd, Ilkley LS29 8RF, United Kingdom"
Seven Kings Fish Bar,"406 Green Ln, Ilford IG3 9JX, United Kingdom"
asos liman,"Behram Yolu, 17860 Behram/Ayvacık/Çanakkale, Turkey"
Mykonos,"ul. ""Car Simeon"" 72, 8256 Sveti Vlas, Bulgaria"
The Galleries 4,Galleries Road - Dubai
Howard Johnson Jindi Plaza Datong,"No. 88 Pingcheng Street, Datong, Shanxi, China, 037044"
Imperial Hotel Apartments,5 18 St - Dubai
"Hotel Palacio de Santa Ines, siglo XVI","Cuesta de Sta. Inés, 9, 18010 Granada, Spain"
The Heart of Europe - Sales Office,"Arenco Tower, 20th Floor, Dubai Media City - Dubai"
Tutuban Commercial Center,"Tondo, Manila, 1012 Metro Manila, Philippines"
Liberty Books,"Dolmen Mall, Tariq Rd, Delhi Society Delhi CHS PECHS, Karachi, Karachi City, Sindh, Pakistan"
Geetar Restaurant,"new name Meena restaurant - Beside Al Ameera Supermarket, Bank Street - Sharjah"
Zamzam Suyi Restaurant,China F10 - Dubai
Tandoori House Restaurant,"Prince Faisal Bin Fahd Road, Green belt, Al Khobar 34433, Saudi Arabia"
تريج كافية | Treej Cafe & Restaurant,La Mer - Dubai
Φυσαρμόνικα Μεζεδοποτείον,"Leof. Mesogeion 180, Cholargos 155 61, Greece"
Green Land Resorts,"القاعد طريق السقيفه فن المسكن شارع تونس عماره مبنى 4، Al Qā‘id 55427, Saudi Arabia"
Total Wine & More,"8851 SW 136th St, Miami, FL 33176, United States"
Starbucks,"Levent Mahallesi Büyükdere Caddesi Metrocity AVM, D:No:171 D:109, 34394 Beşiktaş/İstanbul, Turkey"
The Body Shop,"Su07 Unita One, New Change, London EC4M 9AF, United Kingdom"
Sultana Royal Hall,"Najaf, Iraq"
American Girl,Mall of The Emirates Level 1 - Dubai
Siggi's German Restaurant,"63 Basil Hulett Dr, Salt Rock, Dolphin Coast, 4420, South Africa"
Grand Prairie Premium Outlets,"2950 W Interstate 20, Grand Prairie, TX 75052, United States"
Premier Inn Bolton West hotel,"991 Chorley New Rd, Horwich, Bolton BL6 4BA, United Kingdom"
Asia De Cuba Dubai,Dubai
Carrefour Express,"Via della Moscova, 30, 20121 Milano MI, Italy"
Chicago Riverwalk,"Chicago, IL 60601, United States"
GORRION HOTEL,"Yenibosna Merkez, Sanayi Cd. No:9, 34197 Bahçelievler/İstanbul, Turkey"
Bridgestone - Firststop tires,651 7 A St - Dubai
مسجد فتحي محمد الكواري,"Riffa, Bahrain"
Aramex,"Sultan Qaboos St, Muscat, Oman"
GRT Jewellers,"529, 4th Block 11th Main Road, 33rd Cross Rd, Jayanagar, Bengaluru, Karnataka 560011, India"
Hotel Highway Prince,"126, Mehrampur Nawab, N.H.8, Delhi - Jaipur Expy, near Paota, Kotputli, Rajasthan 303108, India"
SABIC Building,"9393 Al Lulu Rd, Sudayr, Al Jubail 35811, Saudi Arabia"
Zuma Istanbul,"İstinye Mahallesi Bayır Çıkmazı İstinye park No:461, 34460 Sarıyer, Turkey"
Noor Mosque,"Tehran Province, Tehran, District 6, Dr Fatemi St, Iran"
Druid Irish Pub,"Corso della Repubblica, 130, 80078 Pozzuoli NA, Italy"
Starbucks,"Shop No.115, Mirdif City Centre, North Entrance، Mirdif - Dubai"
Hookah2Nite,"13308 Farm to Market 1960 Rd W, Houston, TX 77065, United States"
Coffee By Di Bella Versova,"Om Yogini CO-operative Housing Society, Shop 6, Shubham, Juhu Versova Link Rd, Versova, Andheri West, Mumbai, Maharashtra 400061, India"
HDS Business Center,Cluster M - Dubai
Raststätte Limburg,"Autobahnraststätte, 65549 Limburg an der Lahn, Germany"
The Ageas Bowl,"Botley Rd, West End, Southampton SO30 3XH, United Kingdom"
Becky's,"5620 College Ave, Oakland, CA 94618, United States"
Hotel Ristorante Lech da Sompunt,"Str. Sompunt, 36, 39036 Badia BZ, Italy"
Pub Guinness,"Plac Solny 5, 50-079 Wrocław, Poland"
Mintage,"154 Kynsey Rd, Colombo 00800, Sri Lanka"
AL Hamidiya Park,Al Yasmeen - Ajman
Pizza Shack,"173 Witton Rd, Birmingham B6 6JR, United Kingdom"
Al-Mahooz petrol station,"شارع العدلية، Manama, Bahrain"
ISG Airport Hotel,"Sanayi, Sabiha Gökçen Havaalanı, 34906 Pendik/İstanbul, Turkey"
Carrefour Hypermarket,Al Manar Mall - Ras al Khaimah
ADNOC Service Station,Ras al Khaimah
El Respiro,"Calle de las Infantas, 34, 28004 Madrid, Spain"
TGI Fridays,"Kehkashan Zone C Block 7 Clifton, Karachi, Karachi City, Sindh 75600, Pakistan"
Balon-Sportski centar Bora Cvetković-LANE-,"Marka Čelebonovića 14, Beograd, Serbia"
Castillo de Arevalo,"Av. Castillo, 46, 05200 Arévalo, Ávila, Spain"
Chez Maram,"30 Rue de Longchamp, 75116 Paris, France"
Urban Bistro,"Al Falak Street, Inside CNN Building, Ground Floor - Dubai"
Tanglewoods,"Mangalore - Mysore Hwy, Stuart Hill, Madikeri, Karnataka 571201, India"
Snack Amigo,"Avenue Abou Houraïra, Fes 30050, Morocco"
STRONG Hookah Bar,"Vulytsya Tereshchenkivsʹka, 13, Kyiv, Ukraine, 01001"
Jumunjin Fishermen Fish Market,"8 주문리 Gangneung-si, Gangwon-do, South Korea"
Oscott Social Club & Institute Ltd,"239 Witton Lodge Rd, Birmingham B23 5LX, United Kingdom"
Namaskar The Family Restaurant,"Shop No. 6, Adinath Tower-B, Near Nancy Colony, Borivali East, Mumbai, Maharashtra 400066, India"
YoBella Kids Zone,"L34B Jabi Lake Mall, Bala Sokoto, Jabi, Abuja, Nigeria"
بودل للأجنحة الفندقية,"6455 King Abdul Aziz Rd, As Sharafiyah, Abha 62542 2973, Saudi Arabia"
بٹ جی کوذی حلیم,"Kapri Park, Sheikhupura, Punjab, Pakistan"
PVR Cinemas,"Sion Circle, Road, Sion, Mumbai, Maharashtra 400022, India"
Peshawar City Restaurant,38 32a St - Dubai
Hard Rock Cafe,"Jalan Pantai Kuta, Banjar Pande Mas No.1, Kuta, Kabupaten Badung, Bali 80361, Indonesia"
Eethuis Grill De Polder,"Oude Heijningsedijk 229, 4794 AK Heijningen, Netherlands"
Rojina Hotel,"Amman, Jordan"
El Corte Inglés,"Av. Federico Soto, 1, 03003 Alacant, Alicante, Spain"
Ahi Çelebi Mosque,"Sarıdemir, Ragıp Gümüşpala Cd. No:36, 34134 Fatih/İstanbul, Turkey"
Mahiki Beach,"Av. Duque de Ahumada, 361, 29602 Marbella, Málaga, Spain"
Wide Range Restaurant,1 d - Street 1 D591 - Dubai
360 Mall,"800001 Faris Abdulrahman Al Waqayan St, Zahra, Kuwait"
Under Armour,Dubai
Restaurante Casa Zaragoza,"Paseo Marítimo, 12, 46011 Valencia, Spain"
Tesla,146 Sheikh Zayed Rd - Dubai
Singandswing,Dubai
Hotel Yaramar,"Paseo Marítimo Rey de España, 64, 29640 Fuengirola, Málaga, Spain"
Toki,Corniche Rd - Abu Dhabi
Day To Day General Trading Branch (union),Opp Union Metro Station - Omar Bin Al Khattab St - Dubai
TAF (The Art Foundation),"Normanou 5, Athina 105 55, Greece"
Plyazh Kobleve,"Kobleve, Mykolaiv Oblast, Ukraine"
Düvenönü Merkez Pide Salonu,"Hacı Saki, Atatürk Blv. No:19, 38010 Kocasinan/Kayseri, Turkey"
Kovalam Beach,"Kovalam, Kerala 695527, India"
Flavor of India Studio City,"12321 Ventura Blvd, Studio City, CA 91604, United States"
Speakeasy Sound Recording Studios,"3404 W Burbank Blvd, Burbank, CA 91505, United States"
Cafe Al Sorriso,"Rahim Yar Khan, Punjab 64200, Pakistan"
The Roman Baths,"Stall St, Bath BA1 1LZ, United Kingdom"
Cherrie Blossom Cafė & Restaurant,"Beach Road, Fishing Harbour - Dubai"
The Millennium School,"Al Baghdad Street, Behind Lulu hypermarket, Al Qusais - Dubai"
Hari Super Sandwich,"2, National High School Road, Vishweshwarapura, Shankarapura, Bengaluru, Karnataka 560004, India"
Pattath Store,"7822 Al Jazair, Al Utaybiyyah, Mecca 24237, Saudi Arabia"
Cubana Hut x Grill Victoria Island Lagos,"17 Adeola Odeku St, Victoria Island, Lagos, Nigeria"
Uptown Bonifacio Information Center,"11th Ave, Taguig, 1634 Metro Manila, Philippines"
Vehicles Registration Office - Port Said,"PORT SAID, EL SHARK DISTRICT، Egypt"
